TOMP,0.639707088470459,560.2098388671875,310.24664306640625,108.016845703125,125.81576538085938
STARK,0.9998749494552612,561.7638740539551,310.0901679992676,106.8137435913086,121.8775863647461
TOMP,0.6702257394790649,570.9569091796875,311.48260498046875,106.79388427734375,125.54031372070312
STARK,0.9998468160629272,569.6508140563965,310.1204605102539,106.77118682861328,124.08769226074219
TOMP,0.6208460330963135,569.8767700195312,314.11029052734375,107.8861083984375,124.91390991210938
STARK,0.9998881816864014,570.327938079834,312.9379234313965,108.39368438720703,122.77466583251953
TOMP,0.6624921560287476,564.6817626953125,318.384521484375,108.786865234375,126.25823974609375
STARK,0.9998341798782349,566.2350883483887,318.685001373291,108.3069839477539,122.13756561279297
TOMP,0.6723820567131042,556.065673828125,319.06866455078125,110.81341552734375,125.34194946289062
STARK,0.9998799562454224,559.0884437561035,318.05063247680664,109.31438446044922,123.75438690185547
TOMP,0.6618106961250305,550.0185546875,321.49298095703125,109.4866943359375,125.08843994140625
STARK,0.9998500347137451,551.7262268066406,320.1824073791504,109.67095947265625,123.83031463623047
TOMP,0.6646192669868469,544.5639038085938,321.769775390625,109.5433349609375,124.63504028320312
STARK,0.9998546838760376,545.9785690307617,320.28955841064453,109.76063537597656,123.37052917480469
TOMP,0.6558500528335571,539.19873046875,323.2584533691406,109.66741943359375,124.82708740234375
STARK,0.9998735189437866,540.637393951416,323.2752990722656,109.33019256591797,121.82647705078125
TOMP,0.6616255044937134,532.703857421875,325.10638427734375,108.98345947265625,125.1158447265625
STARK,0.9998588562011719,534.0290298461914,323.73743438720703,109.36637878417969,123.38243103027344
TOMP,0.6235486268997192,533.42431640625,326.8897705078125,107.97100830078125,124.64956665039062
STARK,0.9998688697814941,534.4154243469238,328.3292045593262,106.1189193725586,119.88993072509766
TOMP,0.6466566920280457,539.85302734375,327.37322998046875,106.9635009765625,125.1724853515625
STARK,0.9998469352722168,539.6542053222656,324.45681381225586,106.92608642578125,125.71820831298828
TOMP,0.6330203413963318,540.20947265625,328.5616455078125,107.81036376953125,123.57229614257812
STARK,0.9998830556869507,540.62255859375,327.99720001220703,108.4893798828125,121.72257995605469
TOMP,0.6225405931472778,541.980224609375,328.3095397949219,108.03118896484375,126.476318359375
STARK,0.9998815059661865,542.5901374816895,329.22237396240234,108.2119369506836,121.80928039550781
TOMP,0.6353821754455566,544.0254516601562,329.8526306152344,107.9091796875,124.5438232421875
STARK,0.9998494386672974,544.8710670471191,326.79006576538086,108.50279998779297,123.90479278564453
TOMP,0.6394736170768738,548.916748046875,330.0269775390625,108.1934814453125,127.78543090820312
STARK,0.999811589717865,549.491527557373,329.8756294250488,107.4626235961914,124.04207611083984
TOMP,0.642869234085083,553.8557739257812,333.03399658203125,106.3062744140625,126.92156982421875
STARK,0.9998588562011719,554.0419044494629,331.7366943359375,107.21984100341797,124.25
TOMP,0.6491036415100098,558.9449462890625,335.3348388671875,105.56298828125,124.74606323242188
STARK,0.9998754262924194,556.7294616699219,334.3919486999512,108.09075927734375,122.4914321899414
TOMP,0.6477423906326294,552.9906005859375,336.52239990234375,110.38385009765625,124.862060546875
STARK,0.9998728036880493,555.9715385437012,336.68615341186523,105.7582778930664,121.44544219970703
TOMP,0.6224058866500854,556.041748046875,337.439697265625,106.77777099609375,124.78720092773438
STARK,0.999863862991333,556.2967529296875,335.8258476257324,107.4100341796875,123.66617584228516
TOMP,0.6270616054534912,554.768310546875,336.766845703125,109.00811767578125,126.30572509765625
STARK,0.9998769760131836,557.2426223754883,335.1824264526367,107.60917663574219,123.44831848144531
TOMP,0.6372510194778442,556.6136474609375,335.791015625,108.96630859375,126.1617431640625
